"merge","cluster.index","componentindex","X136.D1a","X136.D1b","X144.A7a","X144.A7b","X149.D3a","X149.D3b","X157.A8a","X157.A8b","X168.G7a","X168.G7b","X180.G9a","X180.G9b","X194.C11a","X194.C11b","X203.E8a","X203.E8b","X209.C7a","X209.C7b","X242.B4a","X242.B4b","X247.B10a","X247.B10b","X247.F7a","X247.F7b","X250.D12a","X250.D12b","X280.D11a","X280.D11b","X283.G4a","X283.G4b","X293.D6a","X293.D6b","X316.B9a","X316.B9b","X328.H4a","X328.H4b","X329.F11a","X329.F11b","X330.C6a","X330.C6b","X331.D7a","X331.D7b","X342.F3a","X342.F3b","X343.C8a","X343.C8b","X344.D2a","X344.D2b","X378.F11a","X378.F11b","X380.F3a","X380.F3b","X381.A4a","X381.A4b","X383.D9a","X383.D9b","X385.F9a","X385.F9b","X399.D8a","X399.D8b","X426.B10a","X426.B10b","X497.G10a","X497.G10b","X517.H3a","X517.H3b","X518.A5a","X518.A5b","X518.E8a","X518.E8b","X519.A7a","X519.A7b","X606.B6a","X606.B6b","X614.B8a","X614.B8b","X614.D5a","X614.D5b","GL101.F4a","GL101.F4b","GL102.D8a","GL102.D8b","GL104.A6a","GL104.A6b","GL105.D10a","GL105.D10b","GL21.A11a","GL21.A11b","GL21.B3a","GL21.B3b","GL21.C8a","GL21.C8b","GL21.G6a","GL21.G6b","GL22.C3a","GL22.C3b","GL22.D4a","GL22.D4b","GL23.F7a","GL23.F7b","GL23.G10a","GL23.G10b","GL26.H7a","GL26.H7b","GL27.A11a","GL27.A11b","GL36.B8a","GL36.B8b","GL36.B9a","GL36.B9b","GL36.D1a","GL36.D1b","GL36.F12a","GL36.F12b","GL36.G2a","GL36.G2b","GL36.G9a","GL36.G9b","GL37.C10a","GL37.C10b","GL37.E4a","GL37.E4b","GL37.G1a","GL37.G1b","GL38.A5a","GL38.A5b","GL38.D6a","GL38.D6b","GL38.H7a","GL38.H7b","GL39.A12a","GL39.A12b","GL39.B6a","GL39.B6b","GL39.F1a","GL39.F1b","GL40.A5a","GL40.A5b","GL40.D9a","GL40.D9b","GL41.B2a","GL41.B2b","GL44.F11a","GL44.F11b","GL76.C9a","GL76.C9b","GL76.E1a","GL76.E1b","GL79.D7a","GL79.D7b","GL82.G1a","GL82.G1b","GL82.H5a","GL82.H5b","GL84.D3a","GL84.D3b","GL85.D2a","GL85.D2b"
"X1001.4_8.1",9826,1492,0,0,0,0,0,0,0,0,0.000203039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000342572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001182183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000187057,0,0,0,0,0,0,0,0,0
"X1001.7_8.9",1052,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001604465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001625883,0.001267079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002698232
"X1001.9_5",9539,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202981,0,0,0,0,0,0.003954534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001491773,0,0.001148917,0,0,0,0,0,0,0,0,0,0,0.000630364,0,0,0.000263856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002719394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000235343,0,0,0,0,0,0,0.000410268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000377792,0,0,0,0,0,0,0,0,0
"X1002.3_5.4",8617,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000204753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000127405,0,0,0,0,0,0.000315655,0,0,0,0,0,0,0,0,0,0,0.001008655,0,0.000651274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000442715,0,0,0,0,0,0,0.000244833,0,0,0,0,0.000250623,0,0,0,0,0,0,0,0,0,0.026054033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000420444,0,0,0,0,0,0,0,0,0,0.007056772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004372496,0,0,0,0,0,0
"X1002.7_8.7",1609,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000492524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001108777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1002.9_5.4",14395,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.006684346,0,0,0,0,0,0,0,0,0,0.000252664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000273605,0,0,0,0.000188561,0,0,0.000199284,0,0.000279452,0,0,0,0,0,0,0,0,0,0,0.000155234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000675313,0,0,0,0,0,0,0,0.000194932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000566554,0,0,0,0,0,0,0,0
"X1004.4_6.2",2986,405,0,0,0,0,0,0,0,0,0,0,0,0,0.000484923,0,0,0,0,0,0,0,0,0.000650025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000971901,0.000713485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001109259,0,0.001021364,0,0,0,0.000172317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001805977,0,0,0,0,0,0.001465788,0.000739807,0,0,0,0,0,0,0,0,0,0.001748995,0,0,0,0,0,0,0,0.000171827,0,0,0,0.001396714,0,0,0,0,0,0,0,0,0,0.000366796,0,0,0,0,0,0,0,0,0
"X1004.5_4.8",2745,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000976008,0,0,0,0,0,0,0,0,0,0,0,0,0.003830729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000489917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1004.7_4.5",2946,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000303629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000282788,0,0,0,0,0.000968669,0,0,0,0,0,0.00029941,0,0,0,0,0,0,0.000201878,0,0,0,0,0,4.79e-05,0,0,0,0,0,0,0,0.000449686,0,0,0,0,0,0.000213222,0,0,0,0,0,0.000101396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000360538,0,0,0,0,0,0,0,0,0,0.000282564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000301016,0,0,0,0,0,0,0,0,0
"X1005_4.9",12874,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000161884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107268,0,0,0,0,0,0,0.000291453,0,0,0.000203758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037102,0,0,0,0,0,0,0,0
"X1005.1_4.7",20086,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000174673,0,0,0,0,0,0,0.00041875,0,0,0.000642021,0,0,0.000239338,0,0,0,0,0,0.001581345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000667649,0,0,0.000602196,0,0,0,0.000875793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1005.2_6.3",5465,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000204772,0,0,0,0,0,0,0,0,0,0,0.003230893,0,0,0,0.00016879,0,0,0,0,0,0,0,0,0,0,0.000448273,0,0,0.000856541,0,0,0,0.00038076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000361187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001257148,0,0,0,0,0,0,0,0,0,0,0,0
"X1005.3_8.4",7017,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024486,0,0,0,0,0,0,0,0.000227496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006045679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194083,0.000244568,0,0,0,0,0,0,0,0
"X1005.7_6.1",5185,-1,0.000585044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000365319,0,0,0.000261224,0,0,0,0,0,0,0,0.003264513,0,0,0,0,0,0,0,0,0,0.001649381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000523549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002629992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1005.9_3.9",5474,-1,0,0.002627589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000240068,0,0.000333736,0,0,0,0.000213092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000382016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201809,0,0.000174407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000772464,0,0,0,0,0,0.000474208,0.000868625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1005.9_6.2",5032,-1,0.001127402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000661783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00079983,0,0,0,0.002787504,0,0,0,0,0,0,0,0,0.001885636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000723525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000827403,0.002331949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139496,0,0,0.000852968,0,0,0,0,0,0,0,0,0
"X1006.2_4.3",5346,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000260284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000536961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012241,0,0,0,0,0,0.000484227,0,0.015183648,0,0,0,0,0.000194143,0.000143248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004612851,0,0,0,0,0,0,0,0,0,0,0,0.00023321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000280948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1006.3_7.8",3703,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000146179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001011885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000366996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000390698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000736719,0,0,0,0,0,0,0,0,0,0.000448267,0,0,0,0,0,0,0,0,0
"X1006.4_6.2",4212,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021369,0,0,0,0,0,0,0.000676926,0,0,0,0,0,0,0,0.000981714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003605374,0,0,0.000726335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000327989,0,0,0,0,0,0,0,0,0,0,0.002508944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006369738,0.000236447,0,0,0,0,0,0,0,0,0,0.000986035,0,0,0,0,0,0,0,0,0,0,0,0.000357051,0,0,0.000952927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1006.5_6.1",4349,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021988,0.000736613,0,0,0,0,0,0,0,0,0,0,0,0.001311123,0.000780198,0.000411666,0,0.001181726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002599586,0,0,0.000892944,0.000210425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000284555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003445206,0,0.000435337,0,0,0,0.003953512,0.000248633,0,0,0,0,0,0,0,0,0,0.002507415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001164863,0,0,0,0,0,0,0.000579483,0,0,0,0,0,0,0,0,0
"X1006.7_4.3",4587,-1,0,0,0,0,0,0,0.006542586,0,0,0,0,0,0,0.000102583,0,0,0,0.000190017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125439,0,0,0,0,0,0,0,0,0,0.000285805,0,0,0,0,0,0.000485962,0,0,0,0,0,0,0,0,0,0,0,0,0.001038166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001086327,0,0,0.000231335,0,0,0.000756908,0,0,0,0,0,0.017671446,0.02287431,0,0,0,0,0,0,0,0,0.004071128,0,0,0,0,0,0,0,0,0,0,0,0.000310456,0,0,0,0,0,0,0,0.000337332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000452411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001316532,0,0
"X1007.1_4.2",4397,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024098594,0,0,0,0,0.000310775,0,0,0,0,0,0,0,0.007900096,0,0,0,0,0,0.00017117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000541848,0,0.001567277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023878492,0,0,0,0,0,0,0,0.009738377,0,0.000454207,0,0,0,0,0,0,0,0,0.023886672,0,0,0,0,0,0,0,0,0,0.00060134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000172667,0,0,0,0,0,0.000981741,0.002195612,0,0,0,0,0,0,0,0,0,0,0,0
"X1007.2_6.1",927,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002188844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000892711,0,0,0,0,0,0.000390214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001769391,0,0,0,0,0,0,0,0,0,0,0,0,0.000506835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1007.2_6.4",21240,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000131591,0,0,0,0,0.000237106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1007.2_7",10242,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000146344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000816947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003219919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004356974
"X1007.7_3.6",4715,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018797331,0.008237857,0,0,0,0,0,0,0,0,0,0.004655587,0,0,0,0,0,0,0,0.000232398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000263068,0,0,0.00030542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135544,0,0,0,0,0,0,0,0,0
"X1007.8_4",18813,-1,0,0,0,0,0.001447357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125675,0,0,0,0.00115405,0,0,0,0,0,0,0,0,0,0,0,0.000531976,0,0,0,0,0,0,0,0.000404066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000792587,0,0,0,0,0,0,0,0,0,0,0,0,0.004514978,0.00336168,0,0,0,0.000501628,0,0,0,0,0,0,0,0,0,0.000791227,0,0,0.00103288,0,0,0,0,0.000575897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000243924,0,0,0,0,0,0,0,0,0
"X1008.2_8.9",11371,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00155315
"X1008.6_5",17808,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000718544,0.000352861,0,0,0.000880562,0,0,0,0,0.000136023,0,0,0,0,0,0,0.000274334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002347154,0.0012615,0,0,0,0.000735109,0,0.0007277,0,0.000606188,0,0,0.000317246,0,0,0,0.000628473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1008.8_8.2",5111,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000495427,0,0,0,0.000591709,0.001023997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000426297,0.000719534,0,0,0,0,0,0,0,0,0,0,0.000585479,0,0,0,0,0,0,0,0,0.000434824,0,0,0,0,0,0,0,0.000206408,0,0.000332474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000430192,0,0.000554208,0,0.000324609,0,0.000745907,0.000349788,0,0,0,0,0.000513864,0,0,0.000662396,0,0,0.000345933,0,0,0,0,0,0.000970175,0,0,0,0,0,0,0,0.000679854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1009_6.8",20277,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000446364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1009.4_8.2",11625,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000990344,0,0,0,0,0,0.000475966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000805979,0,0,0,0,0,0,0,0,0,0,0,0,0.000696981,0,0,0,0.000497841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000313161,0,0.000528565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1009.5_5.7",9437,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.013099374,0.002708306,0,0,0,0,0,0,0,0,0,0.000196901,0,0,0,0,0,0,0,0,0,0,0,0,0.000493228,0,0,0,0,0,0.000372797,0,0,0,0,0,0,0,0,0,0,0,0.000427472,0.000765763,0,0,0,0,0,0,0.00034298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000372882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1009.5_8",8197,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000568704,0,0,0,0,0,0,0,0,0,0,0.000250924,0.000472909,0,0,0.000348454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000312935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005127665,0.001113856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00658858
