"merge","cluster.index","componentindex","X136.D1a","X136.D1b","X144.A7a","X144.A7b","X149.D3a","X149.D3b","X157.A8a","X157.A8b","X168.G7a","X168.G7b","X180.G9a","X180.G9b","X194.C11a","X194.C11b","X203.E8a","X203.E8b","X209.C7a","X209.C7b","X242.B4a","X242.B4b","X247.B10a","X247.B10b","X247.F7a","X247.F7b","X250.D12a","X250.D12b","X280.D11a","X280.D11b","X283.G4a","X283.G4b","X293.D6a","X293.D6b","X316.B9a","X316.B9b","X328.H4a","X328.H4b","X329.F11a","X329.F11b","X330.C6a","X330.C6b","X331.D7a","X331.D7b","X342.F3a","X342.F3b","X343.C8a","X343.C8b","X344.D2a","X344.D2b","X378.F11a","X378.F11b","X380.F3a","X380.F3b","X381.A4a","X381.A4b","X383.D9a","X383.D9b","X385.F9a","X385.F9b","X399.D8a","X399.D8b","X426.B10a","X426.B10b","X497.G10a","X497.G10b","X517.H3a","X517.H3b","X518.A5a","X518.A5b","X518.E8a","X518.E8b","X519.A7a","X519.A7b","X606.B6a","X606.B6b","X614.B8a","X614.B8b","X614.D5a","X614.D5b","GL101.F4a","GL101.F4b","GL102.D8a","GL102.D8b","GL104.A6a","GL104.A6b","GL105.D10a","GL105.D10b","GL21.A11a","GL21.A11b","GL21.B3a","GL21.B3b","GL21.C8a","GL21.C8b","GL21.G6a","GL21.G6b","GL22.C3a","GL22.C3b","GL22.D4a","GL22.D4b","GL23.F7a","GL23.F7b","GL23.G10a","GL23.G10b","GL26.H7a","GL26.H7b","GL27.A11a","GL27.A11b","GL36.B8a","GL36.B8b","GL36.B9a","GL36.B9b","GL36.D1a","GL36.D1b","GL36.F12a","GL36.F12b","GL36.G2a","GL36.G2b","GL36.G9a","GL36.G9b","GL37.C10a","GL37.C10b","GL37.E4a","GL37.E4b","GL37.G1a","GL37.G1b","GL38.A5a","GL38.A5b","GL38.D6a","GL38.D6b","GL38.H7a","GL38.H7b","GL39.A12a","GL39.A12b","GL39.B6a","GL39.B6b","GL39.F1a","GL39.F1b","GL40.A5a","GL40.A5b","GL40.D9a","GL40.D9b","GL41.B2a","GL41.B2b","GL44.F11a","GL44.F11b","GL76.C9a","GL76.C9b","GL76.E1a","GL76.E1b","GL79.D7a","GL79.D7b","GL82.G1a","GL82.G1b","GL82.H5a","GL82.H5b","GL84.D3a","GL84.D3b","GL85.D2a","GL85.D2b"
"X473.1_3.3",13588,88,0,0,0,0,0,0,0.000602088,0,0.000231167,0,0,0,0.00026074,0.001116044,0,0,0,0,0,0,0,0,0,0,0,0.000459465,0,0,0.000453547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181016,0,0,0,0,0,0,0,0,0.001177265,0,0,0,0,0,0,0,0,0,0,0,0.000295343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000308933,0,0,0,0,0,0,0,0,0,0,0.002036001,0,0.000701541,0,0,0,0,0.000384939,0,0,0,0,0,0,0.000577869,0,0,0,0,0,0,0,0,0,0,0,0,0
"X473.2_5.8",6477,102,0,0,0,0,0.000406844,0,0,0,0.000308548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269209,0,0,0,0,0,0.002097197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000648774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001376507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073905,0,0,0,0,0,0.00037528,0,0,0,0.00028608,0,0.000480587,0,0,0,0,0,0,0,0,0,0,0,0,0.000779824,0,0,0,0,0,0,0,0.000303166,0,0,0,0,0.000310375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X473.2_6.1",6459,-1,0,0,0,0,0,0,0,0,0,0.000300352,0,0,0.000466746,0,0,0,0,0,0,0,0.000673017,0,0,0.0009193,0,0,0.002084935,0.001854438,0,0,0,0,0,0,0,0,0,0,0.001128767,0,0,0,0.002187605,0.000958027,0,0,0,0,0.000349382,0,0,0,0,0,0,0,0,0,0.000645116,0,0,0,0,0,0,0.00267616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001142814,0,0.000451295,0.000378249,0.002683272,0.000252904,0,0,0.001375528,0,0,0,0,0.001610976,0,0,0,0,0.000569001,0.001445731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X473.2_6.6",22017,2226,0,0,0,0,0.001063952,0,0,0,0,0,0,0,0,0,0,0,0,0.003702268,0,0,0,0,0,0,0,0.001302694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000681874,0,0.000515102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000189761,0,0,0,0,0.001477958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X473.2_7.1",6438,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001290237,0,0.000626323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X473.4_7.5",964,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000777539,0.001586537,0,0,0,0,0,0,0,0,0,0,0,0,0.001835983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X473.9_2.3",20754,-1,0,0,0,0,0.000871368,0,0,0,0.001112056,0.00037588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328597,0,0,0,0,0.00043402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001532883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002336238,0,0.000602524,0.001314717,0.000879633,0,0,0,0,0,0,0.000872388,0,0,0,0,0,0,0.000792084,0,0,0,0.000671848,0.000483964,0,0,0.000539063,0.000810295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X474_1",10015,-1,0,0,0,0,0.002230755,0.002519433,0,0,0.001592093,0.00051438,0,0,0.000257634,0,0,0,0.002678014,0,0,0,0,0,0,0.000720043,0.001685089,0.00235269,0.001371481,0.001892393,0,0,0,0,0,0,0,0,0,0,0,0.001412632,0,0,0,0,0,0,0.00212108,0.001706064,0,0,0.001440963,0.001283491,0,0,0,0,0,0,0,0,0,0.002534944,0,0,0,0,0,0,0,0,0.002349194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002634388,0,0,0,0,0,0,0,0,0,0,0,9.08e-05,0,0,0.004133851,0.002274359,0.000940104,0.001303641,0.002732415,0.003021027,0,0,0,0,0.002066241,0.004042695,0,0,0,0,0,0,0.001793076,0.003072656,0,0,0.002190836,0.001821127,0,0,0.001791559,0.001713614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X474_3",10428,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001087507,0,0,0,0,0.000542121,0.000279899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000270418,0,0,0,0,0,0,0.000526944,0,0.000182533,0,0,0.000217909,0,0,0,0,0,0,0,0,0,0.000245741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003621879,0,0,0.002433461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000561272,0,0,0,0,0,0,0,0,0,0,0,0,0.000241684,0,0,0.000517321,0.000226686,0,0.000513766,0,0.000651844,0,0,0,0.002753668,0,0.00055043,0,0.002768729,0,0,0.002615543,0,0,0,0,0,0.000316543,0.000339336,0,0,0,0,0,0.001301029,0,0,0,0,0,0,0.001615932,0,0,0,0,0,0,0
"X474_4.1",11973,-1,0,0,0,0,0.000277571,0.000723097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296237,0.000289849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000323975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006061486,0,0,0,0,0,0,0,0,0.000355583,0,0,0,0.000220378,0,0,0,0,0,0,0,0,0,0,0,0,0.004924573,0.001772886,0,0,0,0,0,0,0
"X474_4.4",8045,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136914,0,0,0,0,0,0,0,0.000151269,0.001198725,0,0,0.006989301,0.001378629,0,0,0,0,0,0,0,0,0.001485236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000257995,0,0,0,0,0,0,0,0,0.001092521,0,0,0,0,0,0,0,0,0,0,0.000909607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X474.1_3.6",11656,-1,0,0,0,0,0.000480458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000160155,0,0,0.000173871,0,0,0,0,0.000477334,0,0,0.000339475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001796594,0,0,0,0,0,0,0,0,0,0.000139758,0,0,0,0,0,0,0,0,0,0,0.005863985,0,0,0,0,0.006190999,0,0,0,0,0,0,0,0,0,0.000336972,0,0,0,0,0,0,0,0,0,0,0,0.005819591,0,0,0,0,0,0,0,0
"X474.1_7.4",7949,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002179329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000986201,0,0,0,0,0,0,0,0,0,0,0,0.000191237,0,0,0,0,0,0.000440605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X474.2_3.9",4981,353,0,0.000406891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002496368,0,0,0.001083165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000667396,0.001008625,0.001069708,0.000643558,0,0,0,0,0,0.002557199,0,0,0,0,0,0,0,0,0,0,0,0.00135524,0.003774683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000712772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000187124,0,0,0,0,0,0,0,0,0,0,0.001204342,0,0,0,0,0,0,0,0,0,0.000392745,0,0,0,0,0,0,0,0,0,0,0,0,0.001646146,0,0,0,0,0,0,0
"X474.2_4.7",9321,337,0,0,0,0,0,0.000279237,0,0,0,0,0,0,0,0.000431431,0,0,0,0,0,0,0,0,0,0,0,0.000608202,0,0,0,0,0,0,0.000717278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001112481,0.000223143,0,0,0.005248974,0.006357924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00092766,0.000291692,0,0,0,0,0.000253925,0,0,0,0,0,0,0,0,0,0,0.005594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012807413,0.00617306,0,0,0,0,0,0,0,0
"X474.2_5",9328,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005814612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000295502,0,0,0,0,0,0,0,0,0.004539042,0,0,0,0,0,0,0,0
"X475.1_3.4",3465,521,0,0,0,0,0.000462703,0.000275858,0,0,0,0,0.009361302,0.00353849,0.000485248,0.00035521,0.000608242,0,0,0,0.003680971,0,0.000631913,0.000751232,0,0,0,0,0,0,0.000811521,0,0,0,0.001725109,0,0,0,0.009996361,0.000989429,0,0,0,0,0,0,0,0,0,0,0.000632318,0,0,0,0.001632465,0,0,0,0,0.000865389,0.002534731,0.00102945,0,0,0,0,0.002862424,0,0,0,0,0,0,0,0,0.006307828,0.001647416,0,0.005450807,0.001641448,0.004214961,0.001769157,0.003237072,0.001724773,0.003493594,0,0.004355954,0.006426894,0,0,0,0,0,0,0.000623452,0.001314747,0,0,0,0,0.00166013,0.002592078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000653112,0,0,0,0,0,0.005230866,0.002959836,0,0,0.004037638,0,0,0,0.009162172,0.00305885,0,0.000573136,0.007860943,0.001400764,0.000584644,0,0.007066915,0.003403067,0.000266853,0.000300611,0,0.002818293,0,0.001607075,0.005846023,0.000696052,0,0,0.003885263,0.003784157,0,0,0,0,0.003015151,0.001092899
"X475.1_4.2",11669,-1,0,0,0,0,0,0.000556433,0,0,0,0,0,0,0,0.000380466,0.000644158,0,0,0,0.001489634,0,0,0,0.000314243,0.000292741,0,0,0,0,0.000645518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000236445,0,0,0,0,0,0,0,0,0.000311444,0,0,0,0,0,0,0,0,0,0,0,0.002851539,0,0,0,0,0,0.002392041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000360154,0,0,0.000361962,0,0,0,0,0,0,0.000693989,0,0,0,0,0.004500889,0,0,0,0,0.001951816,0,0,0,0,0,0,0,0,0,0,0,0,0.000360314,0,0,0.00234462,0,0,0,0,0,0,0,0,0,0,0,0,0.001850179,0
"X475.1_4.4",1363,-1,0,0,0,0,0,0.000266844,0,0,0,0,0,0.005674347,0.000513487,0.000399942,0,0,0,0,0.003571686,0.004670324,0,0,0,0,0,0,0,0.000343567,0.000595053,0.000800352,0,0,0,0,0,0,0,0.002233418,0,0,0,0,0,0,0,0,0,0,0,0,0.000565408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006976415,0.004807772,0,0,0,0.003688377,0.003960605,0.007544222,0.006320946,0.007990774,0,0,0.004265482,0.00682948,0,0,0,0,0,0,0.000438723,0,0,0,0,0,0.005361238,0.008451125,0,0,0,0,0,0,0,0,0,0,0.00072874,0.001276536,0,0,0.001618184,0,0.000301984,0,0,0,0,0,0.00558227,0.005211927,0,0,0.007545089,0.006234738,0,0,0.008124462,0.007802286,0,0,0.005095215,0.005897216,0,0.000410176,0.003809688,0.008557908,0.000371592,0,0,0.000872694,0,0,0.008855802,0.005876797,0,0,0.007480632,0.010955491,0,0,0,0,0.003827001,0.005753211
"X475.2_6.5",6683,-1,0,0,0,0,0.001449884,0.001279984,0,0,0.000701988,0,0,0,0,0,0,0,0,0.001472763,0,0,0,0,0.001445838,0,0,0,0.001426403,0.000678602,0,0,0,0,0,0,0,0,0,0,0,0.002216113,0,0,0,0,0,0,0,0,0,0,0,0.000772798,0,0,0,0,0,0,0,0,0,0.00071531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001270167,0,0,0,0,0,0,0,0,0.001044901,0.000956081,0,0.000891116,0.001645975,0,0,0.000816974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001776132,0.003208918,0,0,0.000819481,0.001280428,0,0,0.000769699,0.000894982,0,0,0.000881415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X475.2_6.6",24599,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000482986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000560031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X475.3_6.1",6894,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029942,0,0,0,0,0,0,0.000844196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001488483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000770986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001444788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002852116,0,0,0,0,0,0.000737791
"X475.3_7.3",19461,-1,0,0,0,0,0,0.000480435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000592093,0,0,0.000375567,0.000438737,0,0,0,0,0.000399174,0,0,0,0,0,0,0,0.000300571,0,0.00187597,0,0,0,0,0,0,0.000483318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X475.5_8",16631,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.000861469,0,0.00122677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001101153,0,0,0,0,0,0,0,0,0,0.003602204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001803135,0,0,0,0,0,0,0.001709212,0,0,0,0,0,0,0,0,0,0,0,0.001524187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001820105,0,0,0,0,0,0,0
"X476_5.5",6374,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000916382,0.000456046,0,0,0.000311207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000793744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000994933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000196559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000369649,0,0,0,0,0,0,0,0,0
"X476.1_2.4",20484,-1,0,0,0,0,0.000676202,0.00060719,0,0,0.000488687,0,0,0,0.000389975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001931804,0,0,0,0,0,0,0,0.000273913,0.000297024,0,0,0.000348616,0,0,0,0,0,0.000281805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000694213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000224642,0,0,0,0.001080434,0,0.000208551,0,0,0,0,0.000304107,0,0,0.000494796,0,0,0,0,0,0,0,0,0,0,0,0.000821486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X476.1_5.4",18708,108,0,0,0,0,0,0.000276656,0,0,0.000234718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000628348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000734467,0,0,0.000702983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000541788,0,0,0,0,0,0,0,0,0
"X476.2_3.4",5191,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000457081,0,0,0,0,0,0.000271589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000174736,0,0,0.000374032,0,0,0,0.002625075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000457054,0,0.000801844,0.000267975,0,0,0,0,0,0,0.00044473,0,0,0.00102706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001129981,0.000910737,0,0,0,0,0,0,0,0
"X476.2_6.3",9459,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000948019,0,0,0,0,0,0,0,0.000929374,0.001334017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000470916,0,0,0,0.001075224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121997,0,0,0,0,0,0,0,0,0
"X477.1_3.4",1726,-1,0,0,0,0,0,0,0,0,0,0,0.000841327,0.000637123,0.001524792,0,0.000382823,0,0,0,0.000370803,0,0,0,0,0,0,0,0,0,0,0.00060033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003205956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001103829,0.000813473,0,0,0.000653416,0.000429773,0.000425365,0,0.000255846,0.000824234,0,0,0,0.000731377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000844579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000855045,0,0,0,0.000388293,0,0,0,0.000825868,0,0,0,0.000561612,0,0,0,0,0,0,0,0,0.000918289,0,0,0.001949583,0,0,0,0,0,0,0,0,0,0,0
"X477.2_3.9",5921,-1,0,0,0,0,0,0,0,0,0,0,0,0.000398452,0,0,0.00066014,0,0,0,0,0,0,0,0,0,0,0,0,0.004702257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000427361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000361611,0.000462871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030063,0,0,0,0.000361323,0.000485736,0,0,0,0,0,0,0.000331391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000471342,0,0,0,0,0,0,0,0.00038016,0,0,0,0,0,0,0,0,0.000584503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X477.3_6.6",1346,-1,0,0,0,0,0.002395192,0.004724354,0,0,0,0.001973917,0,0,0,0,0,0,0.001920581,0,0,0,0,0,0.001639029,0.000383389,0.002004998,0.004383141,0.001023661,0,0,0.000669637,0,0,0,0,0,0,0,0,0.00484219,0.003312672,0,0.000830428,0,0,0,0,0.004258819,0.016263609,0,0,0.00083707,0.009511315,0,0,0,0,0,0,0,0,0.004708095,0.001754684,0,0,0.001193515,0,0,0,0,0,0,0.017955967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000247441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001148654,0,0,0,0,0,0,0.002392044,0,0.000808534,0,0.003530475,0,0.002976601,0,0,0,0,0,0,0,0.004976257,0.0107779,0,0,0.00199652,0.003660163,0,0,0.004359805,0,0,0,0,0.002944534,0,0.002281776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
