cluster.index,componentindex,merge
11270,-1,X248.2_1.9
3183,-1,X248.9_3
29994,-1,X248.9_3.1
1263,-1,X248.9_3.2
16351,-1,X248.9_5.8
29794,1545,X249_2.2
1645,-1,X249_3.4
1287,-1,X249_3.9
25460,281,X249_4.5
21160,-1,X249_5.5
6914,59,X250_1
6902,-1,X250.1_0.5
7044,1526,X250.1_1.4
5754,59,X250.4_0.9
20554,323,X250.4_2.4
25773,-1,X250.9_0.7
17990,59,X250.9_1
6846,1526,X250.9_1.4
751,81,X251_2.3
5885,1465,X251_2.5
30135,-1,X251_2.7
6886,766,X251_2.8
869,2107,X251_3
4703,2107,X251_3.4
6655,750,X251_3.7
5551,-1,X251_4.2
5978,-1,X251.9_1.7
5658,495,X252_0.5
18424,-1,X252.2_2.6
20726,-1,X252.2_2.9
24269,685,X252.3_2.3
8395,495,X252.9_0.5
30366,431,X252.9_1.1
21828,1069,X252.9_2
22312,-1,X252.9_6.1
4989,-1,X253_1.8
728,-1,X253_2.5
2874,-1,X253_2.7
17398,431,X253.1_0.9
7921,-1,X253.1_1.4
6812,703,X253.9_0.9
5769,1464,X253.9_1.2
5724,1464,X254_1.5
10343,-1,X254.8_4.8
2816,-1,X255_1.6
17109,1659,X255_2.4
3443,-1,X255_2.6
5869,-1,X255_2.9
28500,-1,X255.1_3.4
11568,829,X255.2_4.5
8960,-1,X255.8_1.6
12098,-1,X255.9_2.3
9489,-1,X255.9_4.4
3126,-1,X256_0.7
26838,-1,X256_1.9
2919,-1,X256_2
5851,-1,X256_2.6
11093,-1,X256_3.1
5644,1247,X256_3.8
20448,592,X256.1_4.8
9454,829,X256.2_4.3
3705,1137,X256.8_1.7
18063,424,X256.9_0.7
8723,-1,X256.9_1.2
9266,-1,X256.9_2.4
5970,-1,X256.9_3.2
2810,-1,X256.9_3.5
3129,-1,X256.9_3.9
3876,-1,X256.9_4.1
24735,-1,X256.9_4.9
17130,-1,X257_3.3
11871,-1,X257.9_2.5
7691,-1,X258_0.5
22694,-1,X258.7_1
5069,-1,X258.9_0.6
21642,-1,X259_2.5
22703,-1,X259_2.9
5104,-1,X259_3.1
743,-1,X259_3.5
716,-1,X259_4.6
847,-1,X259_4.8
11220,1228,X259.9_0.9
25503,-1,X260_0.7
14840,-1,X260_2
10353,-1,X260_2.7
14878,-1,X260.1_4.3
16715,-1,X260.8_0.9
5867,-1,X261_0.8
9124,-1,X261_2
4123,-1,X262_3.6
4004,-1,X262.1_0.7
8478,-1,X262.1_3.3
3110,-1,X262.9_1.9
3513,-1,X262.9_2.1
4150,2076,X263_1.5
3158,2076,X263_1.7
928,179,X263_2.2
11217,-1,X263_2.4
2957,-1,X263_2.5
3039,13,X263_2.9
958,-1,X263_3
842,-1,X263_3.3
1097,-1,X263_3.8
12683,-1,X263.1_4.4
7588,179,X263.8_2.2
8511,697,X263.9_1.9
6563,-1,X263.9_2.3
7607,1465,X263.9_2.5
8485,-1,X263.9_3
3383,-1,X265_1.7
6842,1878,X265_3
13785,-1,X265_3.6
22172,-1,X265.1_3.3
21320,424,X265.7_3.2
8401,424,X266.1_3.2
8389,-1,X266.2_2.7
3395,-1,X266.9_3.9
5500,-1,X267_1.9
19231,-1,X267_2.3
10021,-1,X267_3
6808,-1,X267_4
714,-1,X267_4.3
20906,-1,X267.9_3.5
21091,-1,X268_2.3
22434,855,X268_4.7
1409,311,X269_3.1
1344,-1,X269_3.4
1724,84,X269.1_0.8
30691,-1,X269.5_2.4
21901,-1,X269.5_3.3
17959,-1,X270_1.7
25755,1345,X270_2.3
1233,-1,X270_2.5
12463,-1,X270_4
20727,695,X270_4.3
22782,-1,X270_5.2
1734,-1,X270.1_3.3
1661,531,X270.1_3.5
1563,-1,X270.2_5.5
10601,-1,X270.9_1
25659,277,X270.9_2.2
2840,576,X270.9_2.3
25792,-1,X271_1.7
4977,277,X271_2
30005,576,X271_2.4
3100,-1,X271_2.8
8791,-1,X271_3.2
3007,576,X271_3.4
6428,576,X271.1_4.7
29786,576,X271.1_5.2
725,-1,X271.9_2.2
22107,1247,X271.9_2.8
16663,-1,X272_3.1
8764,-1,X272.1_1
8450,29,X272.3_4.1
11730,775,X272.7_2.9
13452,-1,X272.9_0.9
20603,1346,X273_1.6
21516,871,X273_1.9
10945,-1,X273_2.6
3168,1878,X273_2.8
2965,592,X273_3
7597,740,X273_3.3
706,-1,X273.9_2.1
7754,631,X273.9_3
9119,-1,X274_2.5
7859,740,X274_3.3
8913,-1,X274_3.7
4143,-1,X274.9_0.6
3085,-1,X275_3
3122,13,X275_4.2
20421,13,X275_4.5
12206,142,X275_4.7
29677,103,X275.1_6.4
7724,205,X275.9_2
11224,-1,X276_0.6
6301,245,X276.8_1
12094,1551,X276.9_5.1
21369,-1,X277_1.8
4180,302,X277_2.5
713,-1,X277_2.6
2976,-1,X277_2.8
7957,1225,X277_3.1
2988,-1,X277_3.6
3775,-1,X277_5.1
2897,256,X277.1_4
12168,483,X277.1_4.5
5780,1551,X277.1_4.7
6262,-1,X277.1_4.9
3863,-1,X277.4_2.8
19375,-1,X277.9_1.9
4863,-1,X278.1_2.8
6514,2143,X279_1.8
2935,-1,X279_3.2
5605,-1,X279_3.7
22166,913,X279.1_4.9
11339,483,X279.1_6.5
2982,2025,X279.1_7
10412,2025,X279.1_7.6
15874,-1,X279.2_4.4
14934,-1,X280_3
23488,-1,X280.1_1.5
23096,-1,X280.2_2.9
17167,-1,X280.3_7.5
5841,-1,X280.9_2
7435,-1,X281_1
10497,-1,X281_2.1
19526,-1,X281_2.9
5198,-1,X281.1_0.9
6351,-1,X281.1_4.6
735,-1,X282_2.1
6179,-1,X282_2.7
17655,-1,X282_3.5
3732,-1,X282.1_0.7
17458,-1,X282.1_0.9
10962,214,X282.1_3
11025,-1,X282.1_3.9
17648,2200,X282.1_4.2
20456,-1,X282.1_4.7
5234,-1,X282.2_1.9
8398,367,X283_0.5
11444,-1,X283_0.7
8957,1023,X283_2.5
3489,-1,X283_3.2
5651,-1,X283_4.2
20428,-1,X283_4.5
6790,605,X283.1_4.8
8917,-1,X283.2_3.7
29878,-1,X283.9_1.7
1364,-1,X284.1_3.3
15387,1856,X284.1_4.7
3560,-1,X284.9_0.8
5685,-1,X284.9_1.2
5122,441,X285_1.9
10500,-1,X285_2
9359,-1,X285_3.7
911,396,X285_3.8
7616,-1,X285_4
3556,-1,X285_4.3
19997,1663,X285_4.5
9353,-1,X285_5.6
19894,-1,X286_2.5
4806,-1,X286_3
4812,1868,X286_3.5
2790,-1,X287_4.1
9399,-1,X287_5.5
7594,-1,X287.3_3.2
12142,-1,X287.9_0.9
11115,-1,X288_0.5
10585,1345,X288_2.5
24942,1423,X288_3.3
9494,1423,X288_3.5
17736,-1,X288.1_5
26380,769,X288.6_1.5
24764,-1,X288.8_1.2
16344,849,X289.9_2.5
22204,1078,X290_3.3
22165,-1,X290.1_3
7441,-1,X290.8_1.9
12807,-1,X291_5.2
7175,-1,X291_6.2
10802,-1,X292_0.7
21717,-1,X292_2.7
8699,-1,X292.2_1.8
7944,-1,X293_1.9
781,2330,X293_3.9
775,-1,X293.6_2.5
7486,-1,X293.8_5.1
7516,-1,X295_0.8
5504,311,X295_1
25446,-1,X295_1.9
6375,205,X295_5.2
8425,-1,X295.1_3.3
2753,-1,X295.2_3
30700,-1,X295.5_4
820,-1,X295.9_2.6
30345,-1,X295.9_3
24719,720,X296_1.8
18207,-1,X296_3.3
30349,-1,X296.1_7
7078,-1,X296.6_9.7
13952,-1,X296.8_0.9
13374,-1,X296.9_1
5138,-1,X297_3.3
19379,497,X297_4.8
7977,-1,X297_6.2
11511,-1,X297_7.2
5072,-1,X297.1_3.1
8939,-1,X297.1_6.8
13394,-1,X297.2_1.5
4985,52,X297.2_2.9
7610,-1,X298_4.5
7409,777,X298_4.7
7634,-1,X298.1_4
23276,-1,X298.2_4.2
6421,-1,X298.9_1.5
11268,669,X298.9_1.7
9655,46,X299_0.9
776,-1,X299_2.2
7650,-1,X299_2.6
3484,2192,X299_3.2
3696,-1,X299_3.5
9737,-1,X299_5.1
3569,-1,X299_6.5
3634,-1,X299_7
3557,-1,X299_7.4
21445,1932,X300_2.2
20549,-1,X300_4.2
24737,-1,X300_4.6
21339,-1,X300.1_5.4
13123,-1,X300.2_3
7892,-1,X300.2_7.6
29863,-1,X300.8_1.8
10860,295,X300.9_0.5
2775,166,X300.9_4.1
767,295,X301_2.2
761,830,X301_2.6
21740,506,X301_2.8
30130,-1,X301_3.3
3337,166,X301_3.5
19853,323,X301.2_4.3
10749,656,X302_1.2
10788,-1,X302_1.5
12200,-1,X302_1.8
12306,-1,X302_2.3
8417,830,X302.1_2.6
12619,-1,X302.1_3.1
8062,862,X302.1_5.7
7514,2264,X302.3_4.3
10946,656,X302.9_1.2
13228,1078,X302.9_1.5
16146,-1,X303_0.8
1051,-1,X303_2.2
1053,-1,X303_3.1
989,-1,X303_3.3
10897,1508,X303_4.7
887,1425,X303.1_2.9
5529,31,X303.8_2.2
8109,663,X304_2.7
21741,-1,X304_3
17811,2080,X304.4_2.6
1319,-1,X304.9_1.4
23354,-1,X305_3
22673,-1,X305_3.4
6539,13,X305_4
20438,-1,X305_4.5
20459,-1,X305.1_4.7
11748,-1,X305.9_3.1
13493,-1,X305.9_5.3
24635,-1,X306_0.5
21754,-1,X306_1.9
21159,480,X306.1_0.7
20944,-1,X306.2_3.8
21012,593,X306.3_3.2
13547,-1,X307_1.6
25738,565,X307.1_1.8
3112,-1,X307.1_4.4
1386,2445,X307.8_2.4
1316,1981,X307.9_0.9
20875,740,X307.9_1.3
20576,740,X307.9_1.6
21326,1620,X308_4.3
8593,1981,X309_1
5656,-1,X309_1.8
8182,-1,X309_2.1
8525,1044,X309_3.1
5010,-1,X309_5.1
2940,108,X309.1_7.7
13480,310,X309.9_3.9
16369,588,X309.9_4.8
29604,720,X310_1.6
30267,-1,X310.5_2.7
10483,2638,X311_1.3
3688,-1,X311_2.7
2873,-1,X311_3.3
15754,-1,X311_4.1
3631,-1,X311_6.1
6796,-1,X311.1_4.7
19856,-1,X311.1_5.9
15785,471,X311.2_2.4
20434,-1,X311.2_4.1
21562,-1,X311.8_1.3
3668,-1,X311.9_1
24140,1162,X311.9_2.5
805,-1,X311.9_3.1
23865,46,X312_1.8
16405,46,X312_1.9
7469,52,X312_2.2
21939,158,X312_3
3635,-1,X312.8_0.9
13421,656,X313_1.7
20938,1001,X313.1_5.6
21017,667,X313.2_4.9
3919,605,X313.2_6.2
8591,46,X314_2.5
3540,-1,X314_2.8
15052,-1,X314_3.1
4754,-1,X314.1_2.9
8531,-1,X314.2_2.6
10841,-1,X314.8_2.1
7848,-1,X315_3.1
13929,-1,X315_3.3
7813,-1,X315_3.8
17837,-1,X315_4.1
8780,-1,X315.1_2.9
5525,-1,X315.6_3.8
16309,-1,X315.8_4.7
5497,31,X315.9_2.5
24744,-1,X315.9_3.6
5507,31,X316_2.3
5524,-1,X316_2.6
23478,-1,X316_2.8
18613,-1,X316_3.1
6327,-1,X316_4.6
14270,-1,X316.1_2.1
2717,-1,X316.1_3.8
25333,-1,X316.2_5.1
14149,-1,X316.6_2.8
11137,801,X316.8_0.5
5604,167,X316.9_1.2
30129,-1,X316.9_2.4
787,-1,X316.9_3.2
10997,-1,X317_2.7
7694,-1,X317_5
10399,-1,X317_6
3691,-1,X317.1_2.2
9464,-1,X317.1_3.4
9421,-1,X317.1_4
3415,-1,X317.1_6.6
11490,-1,X317.2_6.8
10010,-1,X317.8_4.5
19847,31,X317.9_1.9
8468,31,X318_2
8824,31,X318_2.6
3734,1592,X318_3.1
22185,1592,X318_3.2
26307,-1,X318.1_2.4
22175,1592,X318.1_3.3
7895,1034,X318.3_5.4
6344,-1,X319_4.1
7545,-1,X319.1_4.9
8697,-1,X319.8_5.7
30544,158,X319.9_5.8
4930,193,X320.9_1.2
4826,193,X320.9_1.4
10868,-1,X321_2.1
9903,191,X322.1_1
8392,191,X322.1_3.7
10420,-1,X322.1_6.7
13903,1124,X322.2_3.2
5080,191,X322.9_1.1
10709,-1,X322.9_2.3
943,191,X322.9_3.7
8751,794,X322.9_6.7
1124,-1,X323_2
5573,-1,X323_2.6
1304,158,X323_3
2968,-1,X323_4
8436,475,X323_4.3
1294,475,X323_4.8
16060,-1,X323_8
881,225,X323.1_3.4
5495,158,X324_3.3
14226,-1,X324.1_0.8
24548,772,X324.3_2.6
19210,-1,X324.3_8.5
1769,-1,X324.9_0.6
10889,-1,X324.9_4
11012,325,X325_1.8
1775,1093,X325_2.3
1667,-1,X325_2.6
1696,-1,X325_3.1
14260,-1,X325_3.4
20092,1729,X325_4.3
22239,588,X326_4.9
14058,-1,X326.1_2.4
22526,-1,X326.9_2
17661,-1,X326.9_2.1
5939,-1,X327_0.8
5288,-1,X327_2.6
7202,-1,X327_3.5
5541,13,X327.1_7.7
9164,46,X328_1.6
19156,46,X328_1.7
9167,46,X328_1.9
20439,-1,X328_4.7
20431,-1,X328_5.1
11469,-1,X328.1_2.8
28334,2297,X328.1_3.3
22384,-1,X328.1_4.5
17748,-1,X328.1_4.6
17409,-1,X328.1_5.2
15887,-1,X328.9_2
11072,-1,X328.9_2.6
26302,-1,X329_1.8
11482,-1,X329_3.6
20568,-1,X329_4
5733,1320,X329_4.2
20728,1320,X329_4.4
24739,-1,X329_4.5
3369,1228,X329_6.4
8854,-1,X329.1_2.8
19898,-1,X329.1_3.8
5805,-1,X329.8_3.2
5715,982,X329.9_0.8
11078,-1,X329.9_6.2
10503,1,X330_2.1
20657,1093,X330_2.6
5537,1093,X330_2.9
5850,194,X330_3.1
10998,-1,X330_4.4
20432,1942,X330_4.9
22357,-1,X330.1_2.3
5750,-1,X330.1_5.3
5883,129,X330.1_5.7
18244,194,X330.5_3.1
15980,1,X330.8_2.1
16611,-1,X330.9_5.4
27903,901,X330.9_9.6
10910,194,X331_3
15918,-1,X331_3.2
3346,932,X331_6.9
18441,-1,X331_7.1
15948,-1,X331.1_2.2
5559,-1,X331.9_0.8
12606,-1,X331.9_3.9
5534,-1,X332_2.1
10914,1309,X332.1_2.7
14616,-1,X332.1_3.2
10870,-1,X332.2_0.9
24418,744,X332.2_4.1
11534,-1,X333_0.9
23953,562,X333_4.3
20429,85,X333.1_4.9
11549,-1,X333.1_6.1
5536,-1,X333.1_6.3
11530,-1,X333.1_6.4
17088,-1,X333.2_2.4
13129,1309,X333.6_2.7
10485,-1,X333.9_0.9
5550,124,X333.9_1.4
5502,124,X333.9_1.7
3412,124,X333.9_1.9
21011,870,X334_4.8
24534,-1,X334.1_2.3
3563,1180,X334.9_0.9
894,124,X334.9_1.7
9453,1180,X335_0.6
10002,-1,X335_1.1
16055,124,X335_1.4
7742,-1,X335_3.4
17633,-1,X335_3.9
7027,-1,X335.1_2.8
7628,855,X335.1_4.4
14414,870,X335.1_4.8
9526,-1,X335.1_5
12262,-1,X335.1_5.5
20423,-1,X335.1_6.3
7163,271,X335.9_3.8
3385,158,X337_3.4
4996,-1,X337.3_7.6
13521,-1,X337.8_2.8
4954,194,X337.9_1.1
3616,194,X337.9_1.4
10066,158,X338_3.5
11247,-1,X338_5.1
13498,-1,X338_7.6
3820,-1,X339_1
8838,-1,X339_1.4
3463,-1,X339_1.9
9546,-1,X339_2.3
5243,310,X339_2.7
14495,-1,X339.1_3.7
5089,325,X339.9_1.1
4906,-1,X339.9_1.4
11449,310,X339.9_2.6
8927,-1,X340_0.7
11820,-1,X340_1.6
17436,-1,X340_2.4
25400,847,X340_5.1
1207,-1,X340.1_3.3
5567,-1,X340.1_4
21802,618,X340.1_5.9
20084,-1,X340.1_8.1
2954,1129,X340.2_7.4
5741,-1,X340.9_0.8
1105,-1,X341_2.8
3113,-1,X341_3
9732,-1,X341_3.2
6600,-1,X341_4.3
31384,-1,X341.1_6.6
17412,1129,X341.1_7.5
29749,816,X341.9_1.9
26361,816,X341.9_2
11216,631,X342.1_2.4
29885,1508,X342.1_7.6
14638,-1,X342.2_4.1
26259,-1,X342.2_4.7
3902,-1,X343_1.1
9735,816,X343_1.8
11254,-1,X343_2.1
15437,-1,X343.1_4.3
3706,-1,X343.1_7.6
5532,1015,X344_2.3
5513,1015,X344_2.5
16738,-1,X344_3.2
10713,-1,X344.2_8
22902,-1,X344.4_5.9
16830,1216,X344.9_1.8
10819,2327,X345_0.7
27529,-1,X345.1_3.1
12580,-1,X345.1_4.9
3159,1216,X345.3_2.1
5515,1216,X346_2
5673,-1,X346_2.7
12307,-1,X346_3.7
12384,554,X346_4.2
14129,2134,X346.2_5.9
16708,-1,X346.2_7.2
10918,1216,X346.6_1.9
4694,901,X346.9_3
3462,1216,X347_2
16424,-1,X347_2.2
9314,2134,X347_5.9
19326,1649,X347.1_3.4
23006,-1,X347.1_3.7
8609,-1,X347.1_5
6138,-1,X347.9_1.5
12074,-1,X348_4.5
14538,-1,X348.1_3.8
25327,-1,X348.1_5
17630,-1,X348.3_4.1
23986,-1,X348.8_4.9
692,744,X348.9_3.1
21575,-1,X349_2.6
8469,-1,X349_2.8
717,901,X349_3.8
13844,-1,X349_4.4
7731,-1,X349_4.8
21018,-1,X349.1_5.9
5648,-1,X349.1_7.7
5626,-1,X349.9_1
6400,1649,X349.9_3
20511,1028,X349.9_5.7
9351,-1,X349.9_6.2
21611,-1,X350_1.9
20513,1795,X350.1_2.6
20508,-1,X350.2_2.8
19911,1795,X350.3_2.4
20516,-1,X350.3_4.8
18270,-1,X350.6_4.1
11675,-1,X350.9_4.8
10550,-1,X351_1.6
3483,-1,X351_1.8
13379,-1,X351.1_3.8
3381,-1,X351.1_6.4
1293,-1,X351.9_1.7
7811,1352,X351.9_2.6
20721,-1,X351.9_5.5
23743,-1,X352_4.1
7862,-1,X352_4.6
22801,-1,X352.1_3.2
4801,142,X352.1_4.3
7884,142,X352.1_4.8
16716,142,X352.6_4.7
5419,-1,X353_1.8
5247,-1,X353_3
3380,-1,X353.2_6.9
3505,141,X353.2_7.1
20018,-1,X354_3.4
13953,-1,X354.2_5.4
23975,-1,X354.5_3.3
13934,-1,X355_1.9
14974,-1,X355.1_5.7
7631,256,X355.9_4.4
17102,618,X356_4.8
11771,-1,X356.2_5
1048,669,X357_1.6
936,-1,X357_1.8
8653,-1,X357.1_0.6
5000,271,X357.1_3.1
20527,-1,X357.1_5.5
29954,-1,X357.1_6.1
6923,141,X357.1_8.1
7378,281,X357.2_3.4
24773,1328,X357.4_0.6
5558,1328,X357.7_2.7
12425,1396,X358_2.3
12184,1328,X358_2.7
29479,-1,X358_5.1
19094,205,X358.1_4.2
11657,453,X358.1_4.7
16905,656,X358.9_1.8
23947,323,X359.1_3.5
3593,-1,X359.1_5
3862,-1,X359.1_6.6
3810,-1,X360_3
4316,-1,X360_4.1
4699,-1,X360_6.2
12450,1620,X360.2_3.8
18668,453,X360.2_5.1
13920,956,X361_3
3579,1259,X361_4.6
3234,205,X361_5.9
15510,-1,X361_6.3
2887,1259,X361.1_4.2
3283,-1,X361.1_7.3
5731,1015,X362_1.4
5613,1015,X362_1.7
19334,426,X362_2.7
19313,-1,X362_3.1
11837,426,X362.1_2.4
9458,-1,X362.1_5.4
14797,-1,X362.2_4.8
7526,59,X362.3_5.9
8426,-1,X362.9_1.5
24319,426,X362.9_2.5
16324,-1,X363.5_3.3
1182,1159,X364.1_3.1
14740,-1,X364.1_3.8
9360,-1,X364.1_5.9
6673,-1,X364.2_4.9
21037,569,X365_4.3
2917,1389,X365_4.6
14363,714,X366.1_3.5
4770,714,X366.8_3.4
7948,-1,X367.2_3.7
7960,755,X367.2_3.9
5556,-1,X367.2_4
3434,-1,X367.2_8
8740,-1,X367.3_3.2
7873,-1,X368.1_3.1
7860,-1,X368.1_3.5
9234,205,X368.1_5
1122,-1,X368.1_7.4
7854,-1,X368.2_8
31024,-1,X368.7_3.9
4049,-1,X368.9_2.7
20460,-1,X369_4.8
3020,755,X369.1_4
1402,256,X369.1_4.6
30718,-1,X369.5_3.9
11284,-1,X370_3.1
3976,795,X370.1_2.4
8680,795,X370.1_3.5
11278,-1,X370.3_3.2
3455,2200,X371_2.8
12346,-1,X371.1_4.3
17477,-1,X371.3_7.2
18628,-1,X371.6_4.2
21588,-1,X371.9_4.6
7599,-1,X372.1_3.6
18531,-1,X372.1_4.7
30704,2240,X372.2_3.4
20440,1942,X372.2_5.8
16727,-1,X372.7_4.7
2858,-1,X372.9_5.1
1460,2240,X373_3
7627,-1,X373_5.4
1626,20,X373.1_4.5
1593,-1,X373.1_4.8
18260,-1,X373.1_6.2
22556,-1,X373.3_8.6
30698,-1,X373.7_3.4
26383,84,X374.1_0.9
6430,982,X374.1_2.6
3049,-1,X374.1_3
6367,623,X374.1_3.4
20636,1960,X374.1_6.6
16337,592,X374.7_3
5813,776,X374.9_0.8
14057,766,X375_2.5
3244,-1,X375_3
7536,-1,X375_5.2
17734,1426,X375.3_8.2
25004,-1,X375.6_4.4
5611,-1,X375.9_2.8
14953,-1,X375.9_5
23767,588,X376.1_5.1
22840,-1,X377_2
11749,-1,X377_2.7
4713,2242,X377.1_5.3
9480,-1,X377.2_5.8
23481,-1,X377.2_6.3
24358,630,X377.3_6.7
16010,630,X377.3_7.3
9263,-1,X378.1_1.2
4028,-1,X378.1_2.7
783,-1,X378.1_4.1
17092,-1,X378.1_4.3
10978,-1,X378.1_4.5
15973,-1,X378.1_6.2
9524,154,X378.2_4
16396,630,X378.2_6.9
24199,630,X378.3_8.9
6073,-1,X379_2.7
6963,154,X379_4
2760,144,X379.1_3.8
7000,-1,X379.1_5
2882,-1,X379.1_6.3
5635,-1,X379.8_4.6
3529,-1,X379.9_1.5
3409,-1,X379.9_1.8
10848,-1,X380.8_1.9
9930,386,X380.9_1.1
20707,386,X381.7_1
1179,-1,X382_1.8
24598,-1,X382.1_3.9
10970,-1,X382.1_4.1
15749,1045,X382.2_3
21157,-1,X382.8_2.2
30551,1061,X383.1_3.2
6450,-1,X383.2_6.3
30088,-1,X384_0.7
23967,-1,X384_3.1
23965,-1,X384.1_3.3
10873,144,X384.1_3.8
17169,144,X384.1_4.3
6339,755,X384.2_3.6
10513,-1,X384.9_0.9
13074,-1,X385_1.7
8408,501,X385_4.2
3511,381,X385.1_5.3
29607,1100,X385.1_6.9
4741,237,X385.1_7.6
11149,1620,X386_4.6
11049,-1,X386.1_3.1
7679,-1,X386.1_4.3
11719,-1,X386.1_5.9
22638,-1,X386.2_7.5
5017,-1,X387_2.8
3093,61,X387_3.2
1229,-1,X387_3.3
8495,-1,X387_3.5
16433,592,X387_5
20640,-1,X387.1_7.5
20681,-1,X387.1_8.2
22926,-1,X388.1_1.8
11532,-1,X388.1_4.1
9011,-1,X388.1_5
11252,-1,X388.2_3.3
11662,640,X388.3_7.8
11487,2450,X388.7_2.1
12051,-1,X388.8_3.9
3567,-1,X388.9_1.4
21570,36,X389_3.3
774,44,X389_4.1
7946,208,X389_4.8
21455,-1,X389_6
2752,-1,X390_4.2
17781,-1,X390_5.1
7759,142,X390.8_3.6
1549,-1,X390.9_4.1
17859,1063,X391.1_7.1
17753,142,X391.2_3.8
23479,-1,X391.2_6.1
17732,-1,X391.2_7.4
22050,-1,X391.3_6.3
30463,108,X392_3
30378,-1,X392_6.2
779,142,X392.1_3.2
23477,-1,X392.4_4.9
11971,-1,X392.5_4.4
8781,-1,X393_3.6
22354,-1,X393.1_7.2
23764,1449,X393.1_7.9
19994,-1,X393.2_8.2
20730,-1,X393.4_5.4
11831,86,X393.7_4.1
17414,110,X394.2_6
9876,-1,X394.4_6.7
27634,49,X395_1.5
16675,-1,X395_3.4
16970,-1,X395.1_2.5
6397,110,X395.1_5.3
31332,110,X395.1_6.1
3338,54,X395.2_3.5
16341,-1,X395.2_5.8
6412,395,X395.2_6.2
13971,1449,X395.2_6.7
5503,1449,X395.2_8.1
11178,-1,X395.8_1.5
20552,169,X395.9_4.1
13174,144,X396_3.1
11527,-1,X396_4.6
2725,-1,X396.2_3.9
12124,1456,X396.2_6.9
6581,1456,X396.4_6.5
6210,-1,X397.1_6.2
3453,-1,X397.2_5.9
6100,-1,X397.2_6.8
3559,-1,X397.2_7.1
14981,-1,X398.1_2.4
24415,396,X398.1_4.4
24530,-1,X398.2_5.2
12173,353,X398.8_2.9
9848,60,X399.1_7.9
3451,446,X399.2_4.3
4711,-1,X399.2_5.8
4321,-1,X400.1_3.4
4372,-1,X400.1_3.7
15826,-1,X400.2_5
26258,-1,X400.3_3.5
15796,1569,X400.8_2.2
22957,-1,X400.8_2.5
15804,1569,X400.9_2
2905,94,X400.9_3.4
21742,-1,X401_0.7
3298,-1,X401_2.7
3293,-1,X401_3
3188,381,X401.1_3.7
29699,1100,X401.1_5.7
26429,20,X401.2_7
16106,331,X402_3
6414,604,X402.1_2.7
5547,142,X402.1_3.6
14154,1100,X402.1_5.8
14987,-1,X402.2_3.2
9337,-1,X402.2_6
21947,-1,X402.3_7.1
11864,331,X403_3
1291,316,X403_5.8
5968,142,X403.1_3.2
8289,-1,X403.1_3.9
6350,-1,X403.2_6.3
13164,-1,X404.1_2.9
8909,-1,X404.1_4
1281,-1,X404.1_5
14130,316,X404.1_5.9
13542,-1,X404.4_5.1
5933,-1,X405.1_2.8
17766,2246,X405.1_3.1
7755,-1,X405.1_4.9
23980,454,X405.2_5.1
7865,-1,X405.6_3.2
16654,840,X405.7_4.1
5628,-1,X406_1.4
8964,-1,X406_2.8
29747,-1,X406_5.5
17324,-1,X406.1_3.2
14348,-1,X406.2_5
736,-1,X406.2_5.2
29793,-1,X406.4_6.5
22569,918,X406.7_1.9
20751,918,X406.9_2.1
23977,-1,X407_5.9
8931,-1,X407.1_3.1
2801,-1,X407.1_4.3
19340,-1,X407.4_3.9
14308,-1,X408.2_4
9707,-1,X409_2.6
10344,-1,X409_6
3913,1715,X409.1_3.6
11458,959,X409.2_4.9
10319,-1,X409.2_5.8
7927,-1,X409.2_7.9
7920,-1,X409.2_8.6
11877,2267,X409.3_5.1
4990,-1,X409.3_7.1
20422,-1,X409.6_5.5
12888,-1,X409.9_4.9
11878,154,X410_4.3
17377,2267,X410.1_5.1
24677,-1,X410.2_3.7
13730,-1,X410.2_5.6
25093,487,X410.8_2.1
13440,-1,X411.1_2.9
5431,782,X411.2_5.9
5425,884,X411.3_6.2
4014,-1,X411.9_3
19250,-1,X411.9_3.3
12178,1116,X412_4.9
19292,-1,X412.1_3.2
15757,1116,X412.1_4.5
6480,-1,X412.1_5.7
25068,487,X412.5_2.1
6361,59,X413_6
3894,-1,X413.1_3.1
7922,1408,X413.1_6.5
3946,-1,X413.2_4.7
3963,-1,X413.2_5.1
11563,-1,X413.2_5.8
3601,1011,X413.2_6.8
17429,1435,X413.2_8.1
6389,1558,X413.3_5.4
11550,-1,X413.3_6.1
29378,1856,X413.8_4
16192,-1,X413.9_4.6
16181,1856,X414_4.3
16205,1396,X414.1_3
7901,963,X414.2_4
21897,1047,X414.2_4.8
16142,-1,X414.4_6.1
8706,-1,X414.9_3
6446,-1,X414.9_4.6
10532,-1,X415_2.6
3048,446,X415.1_3.8
13184,963,X415.1_4.1
4905,-1,X415.1_7.1
6442,-1,X415.2_4.9
3522,1082,X415.2_5.9
9866,60,X415.2_7.9
9989,2166,X415.7_7.1
6319,1848,X415.9_5.5
22181,-1,X416_1
3047,446,X416_3.6
22230,-1,X416.1_4
9447,1047,X416.1_4.9
8131,-1,X416.1_6
22562,180,X416.7_5.9
3237,381,X417_3.9
5430,-1,X417.1_2.1
3231,1047,X417.1_4.9
3223,-1,X417.1_6.4
16685,-1,X417.1_7.6
3430,1054,X417.2_4.4
20020,-1,X417.2_5.1
16732,-1,X417.5_2.6
5409,362,X417.5_3.6
22521,194,X417.9_2
21119,1173,X418_3
21135,-1,X418.2_7
